RUT;Despacho;Lubricantes;Neumaticos;Repuestos;Servicios
4656788;0;0;0;1;0
4657329;0;0;0;1;0
4658193;0;0;0;0;1
4659260;0;0;0;0;1
4662845;0;0;0;1;0
4665642;0;0;0;1;0
4666005;0;0;0;1;0
4667226;0;0;0;1;0
4667579;0;0;0;1;0
4668515;0;0;0,33;0;0,67
4668681;0;0;0,75;0;0,25
4668776;0;1;0;0;0
4670350;0;0;0,5;0;0,5
4671869;0;0;1;0;0
4672619;0;1;0;0;0
4673382;0;0;0;1;0
4674736;0;0,25;0;0,75;0
4675607;0;0;0,33;0;0,67
4677104;0;0,1;0,5;0,4;0
4678605;0;0;0;0;1
4678653;0;0;0,5;0;0,5
4678700;0;0;0;0;1
4680119;0;1;0;0;0
4680161;0;0;0;0;1
4680708;0;0;0;1;0
4680724;0;0,75;0;0,25;0
4681449;0;0;0,22;0,78;0
4683175;0;0;1;0;0
4683691;0;0;0,5;0;0,5
4683848;0;0;0;1;0
4684223;0;0;0,5;0,5;0
4684951;0;0;0;1;0
4685130;0;0;0;0;1
4685473;0;0;0;1;0
4686873;0;0;0;0;1
4686875;0;0,09;0;0,91;0
4688690;0;0;0;0;1
4690257;0;0;0;1;0
4690541;0;0;0;1;0
4692650;0;0;0;0;1
4692864;0;0;0;1;0
4693298;0;0,33;0,17;0;0,5
4693910;0;0;0;1;0
4695530;0;0,17;0;0,83;0
4695810;0;0,19;0,06;0,75;0
4695875;0;0;0;1;0
4696144;0;0;0;1;0
4696866;0;0;0;0;1
4698472;0;0;0;1;0
4698746;0;0;0;1;0
4700533;0;0;0;0;1
4703451;0;0,5;0;0,5;0
4710054;0;0;0;1;0
4710733;0;0;0,5;0;0,5
4712295;0;0;0;1;0
4712603;0;0;0;1;0
4713501;0;0,09;0;0,91;0
4713670;0;0;0,6;0;0,4
4713807;0;0;0;1;0
4714722;0;0;1;0;0
4715099;0;0;0;0,43;0,57
4715470;0;0;0,5;0;0,5
4715718;0;0,26;0,11;0,63;0
4715865;0;0;0;1;0
4716298;0;1;0;0;0
4719310;0;0,19;0;0,72;0,09
4719750;0;0;0;1;0
4719769;0;0,02;0,02;0,76;0,21
4720444;0;0;0;0;1
4720476;0;0;0;0;1
4720569;0;1;0;0;0
4721581;0;0;0;1;0
4721830;0;0;0,12;0,44;0,44
4724226;0;0;0,5;0;0,5
4724729;0;0;0;1;0
4728153;0;0,59;0;0,41;0
4728620;0;0;0,5;0,5;0
4728816;0;1;0;0;0
4732647;0;0;1;0;0
4732757;0;0;1;0;0
4734025;0;0;0;1;0
4738450;0;0;1;0;0
4738676;0;0;0;1;0
4740700;0;0;0,14;0,29;0,57
4741297;0;0;0;1;0
4741303;0;0;0;1;0
4741334;0;0;0,35;0,13;0,52
4741434;0;0;0,5;0,5;0
4741468;0;0;0;1;0
4742503;0;1;0;0;0
4743435;0;0;0;1;0
4745973;0;0;0;1;0
4748645;0;0;0,31;0;0,69
4749470;0;0;0;1;0
4753290;0;0;0,5;0,5;0
4753922;0;0;0;1;0
4754833;0;0;0,16;0,37;0,47
4756258;0;0;0,45;0,09;0,45
4756728;0;0;0,38;0,62;0
4757328;0;0;0;1;0
4757433;0;0,78;0;0,22;0
4758076;0;0;0;1;0
4758190;0;0;0;0;1
4759065;0;0,22;0,04;0,65;0,09
4761961;0;0,15;0,08;0,77;0
4762377;0;0;1;0;0
4763669;0;0;0;1;0
4763855;0;0;0;1;0
4764159;0;0;0,5;0;0,5
4764263;0;0,41;0,5;0,09;0
4764361;0;0;0;1;0
4764575;0;0;0,5;0,5;0
4765349;0;0;1;0;0
4765398;0;0;0;1;0
4766122;0;0;1;0;0
4766389;0;0;0;1;0
4766729;0;0;1;0;0
4768373;0;0,06;0,28;0,11;0,56
4770690;0;1;0;0;0
4772165;0;0;0;0;1
4772523;0;0;0;1;0
4774819;0;0;0,5;0,5;0
4774875;0;0;0;1;0
4775861;0;0;0;0;1
4776523;0;0;0;0;1
4776649;0;0,26;0;0,74;0
4776933;0;0;0;0;1
4777957;0;0;0,8;0,2;0
4778547;0;0,18;0;0,82;0
4778587;0;0,82;0,05;0,05;0,09
4778602;0;0;1;0;0
4780426;0;0;0;1;0
4781375;0;0;0;1;0
4782488;0;0,38;0,62;0;0
4783172;0;0;0,6;0,4;0
4784209;0;0;0,33;0,17;0,5
4784421;0;0,16;0,16;0,32;0,36
4785379;0;0;0;1;0
4785981;0;0;0;1;0
4786036;0;0;0;1;0
4786068;0;0,19;0;0,81;0
4786465;0;0,05;0,32;0;0,63
4787049;0;0;0;1;0
4787138;0;0;0;1;0
4787145;0;0;0;1;0
4788266;0;0;0;1;0
4788840;0;1;0;0;0
4789045;0;0;0;0;1
4789177;0;0;0,33;0,67;0
4789298;0;0;0;1;0
4789767;0;0;0;1;0
4790973;0;0,25;0;0,75;0
4793191;0;0;0;0,6;0,4
4794937;0;0;0;1;0
4795464;0;0;1;0;0
4795917;0;0;0,33;0,5;0,17
4798103;0;0;0;0;1
4799569;0;0;0;1;0
4799748;0;0;0;1;0
4801715;0;0;0;1;0
4802195;0;0;0,33;0;0,67
4802202;0;0;0;0;1
4802262;0;0;0;0;1
4803451;0;0;0;1;0
4803999;0;0;0,54;0;0,46
4804134;0;0,12;0;0,88;0
4805032;0;0;1;0;0
4805191;0;0;1;0;0
4805536;0;0;1;0;0
4806121;0;0;0;1;0
4806383;0;0;0,17;0,11;0,72
4806479;0;0,25;0;0,75;0
4806643;0;0,09;0,01;0,89;0
4807181;0;0;0,29;0;0,71
4808311;0;0;0;1;0
4808968;0;0;0,38;0;0,62
4809155;0;0;0;1;0
4812601;0;0,2;0,2;0,6;0
4812924;0;0;0,06;0,81;0,12
4815195;0;0;0;1;0
4815375;0;0;0;1;0
4815496;0;0;0;1;0
4816057;0;0;0;0;1
4818644;0;0,5;0;0,5;0
4820033;0;0;0;1;0
4820612;0;1;0;0;0
4820761;0;0;0;1;0
4821583;0;0;0;1;0
4821831;0;0;0,25;0;0,75
4822071;0;0;0;1;0
4822720;0;0;0;0;1
4822729;0;0;0;1;0
4822993;0;0,14;0;0,86;0
4823109;0;0;0;0,43;0,57
4823727;0;0;0;1;0
4823844;0;0;0,5;0,5;0
4824221;0;0;0;1;0
4824251;0;0;0,5;0;0,5
4824571;0;0;0;1;0
4824635;0;0;0;1;0
4825597;0;0,15;0,06;0,79;0
4825635;0;0;0;1;0
4825943;0;0;0,44;0,56;0
4826664;0;0;0;1;0
4826827;0;0,5;0;0,5;0
4827076;0;0;0;1;0
4827201;0;0;0;0;1
4827888;0;0;0;0;1
4828116;0;0;0;0;1
4829182;0;0;1;0;0
4829905;0;0;0;1;0
4829944;0;0;0;1;0
4830464;0;0,33;0;0,67;0
4832819;0;0;0;1;0
4835096;0;0;1;0;0
4835810;0;0;1;0;0
4836073;0;0;0,5;0,08;0,42
4836759;0;0;1;0;0
4836905;0;0,01;0,04;0,95;0
4837137;0;0;1;0;0
4837646;0;1;0;0;0
4837835;0;1;0;0;0
4837881;0,5;0;0,5;0;0
4838335;0;0;1;0;0
4838382;0;0;0;0;1
4839058;0;0;0;1;0
4839393;0;0;0,5;0,5;0
4841196;0;0;0;1;0
4841805;0;0,29;0;0,71;0
4842252;0;0;0;1;0
4842362;0;0;0,5;0;0,5
4844181;0;0;0;1;0
4844524;0;0;0,33;0;0,67
4844938;0;0;0;1;0
4846193;0;0;0,1;0,9;0
4846933;0;0;0;1;0
4847418;0;0;0;1;0
4847632;0;0;0,17;0,17;0,67
4847979;0,1;0,2;0,1;0,6;0
4849217;0;0;0,33;0,67;0
4849767;0;0;0,5;0;0,5
4849768;0;0;1;0;0
4851163;0;0;0;1;0
4852297;0;0;0,33;0,67;0
4855878;0;0,19;0,1;0,67;0,04
4856525;0;0;0;1;0
4859602;0;0;0;1;0
4860366;0;0;0,04;0,96;0
4864280;0;0;0;1;0
4864327;0;0;0;1;0
4865423;0;0;0;1;0
4866372;0;0,09;0,05;0,37;0,49
4868053;0;0;0,33;0,33;0,33
4868139;0;0;0,16;0,84;0
4868199;0;0,38;0,38;0,12;0,12
4868773;0;0;0;1;0
4868955;0;0;1;0;0
4869426;0;0;0,33;0,67;0
4869500;0;0,62;0;0,38;0
4869639;0;0,5;0;0,5;0
4870343;0;0;0,33;0;0,67
4870489;0;0;0;1;0
4871275;0;0,04;0;0,96;0
4871805;0;0;0;1;0
4871967;0;0;0;1;0
4872876;0;0;0;0;1
4873667;0;0;0;1;0
4874525;0;0;0;1;0
4875963;0;1;0;0;0
4876167;0;0,06;0;0,94;0
4876645;0;0;0;1;0
4876985;0;0;0;0;1
4877448;0;0,08;0,08;0,71;0,14
4877908;0;0,3;0,01;0,42;0,27
4878195;0;0;0;1;0
4878350;0;0;0,5;0,5;0
4878362;0;0;0;1;0
4879046;0;0;1;0;0
4879174;0;0;1;0;0
4879518;0;0,25;0;0,75;0
4884322;0;0;0;0,67;0,33
4884459;0;0,5;0;0,5;0
4888475;0;0;0;1;0
4890094;0;0;0,33;0;0,67
4890134;0;0;0;0;1
4890852;0;0,3;0,2;0,5;0
4890855;0;0;0,03;0,97;0
4891161;0;0,11;0,52;0,15;0,22
4891245;0;0;0,67;0,33;0
4891858;0;0;0;1;0
4892145;0;0;0;1;0
4893868;0;1;0;0;0
4893999;0;0;0;1;0
4895578;0;0;0;1;0
4896558;0;0;0,75;0;0,25
4898751;0;0;0;0;1
4899410;0;0;0;1;0
4899849;0;0;0;1;0
4900334;0;0;0,5;0;0,5
4901607;0;0;0;1;0
4902193;0;0,38;0,46;0,15;0
4902237;0;0;1;0;0
4902439;0;0;0;1;0
4902561;0;0;0;1;0
4903715;0;0,75;0;0,25;0
4903782;0;0;0;1;0
4904133;0;0;0;1;0
4904210;0;0;0;1;0
4904492;0;0,06;0,06;0,88;0
4905209;0;0,17;0,33;0,5;0
4905330;0;0;0,07;0,79;0,14
4907811;0;0,7;0,1;0,2;0
4908456;0;0;0,25;0;0,75
4909821;0;0;0,33;0;0,67
4910058;0;0,09;0;0,91;0
4911327;0;0;0,68;0,32;0
4913215;0;1;0;0;0
4913423;0;0;0,13;0,87;0
4914362;0;0;1;0;0
4915992;0;0;0,5;0,5;0
4917056;0;0;0;0;1
4919963;0;0,02;0;0,98;0
4920034;0;0;1;0;0
4921354;0;0;0,5;0,5;0
4921932;0;0;1;0;0
4921954;0;0;0,25;0;0,75
4922567;0;0;0,25;0,5;0,25
4922621;0;0;0;0;1
4924497;0;1;0;0;0
4925179;0;0;0;1;0
4927487;0;0;0;1;0
4928942;0;0;0;0;1
4929132;0;0,04;0,22;0,74;0
4929258;0;1;0;0;0
4929478;0;0;0,17;0,5;0,33
4930622;0;0;0,67;0,33;0
4931172;0;0,12;0;0,88;0
4931692;0;0;0;1;0
4933095;0;0;0,33;0;0,67
4934463;0;0;0;1;0
4935218;0;0;0;1;0
4936481;0;0;0,09;0,73;0,18
4937332;0;0;0,5;0,5;0
4938571;0;1;0;0;0
4938770;0;0;0;1;0
4941204;0;0;0;1;0
4941514;0;0;0;1;0
4944312;0;0,37;0;0,63;0
4946666;0;0;0;0;1
4949094;0;0;0;1;0
4949524;0;0,75;0;0,25;0
4952022;0;0;0;1;0
4952399;0;0,14;0,19;0,67;0
4954252;0;0;0,33;0;0,67
4955340;0;0;0,5;0,5;0
4955562;0;0;0;0;1
4957204;0;0,07;0,12;0,77;0,04
4958597;0;0;0,26;0,74;0
4959204;0;0,25;0;0,75;0
4964045;0;0;0,33;0;0,67
4965018;0;0;0;1;0
4965672;0;0,08;0;0,92;0
4966699;0;0;0;1;0
4967004;0;0;0;1;0
4967779;0;1;0;0;0
4969140;0;0;0;1;0
4969183;0;0,17;0,17;0,67;0
4969700;0;0;0;1;0
4974779;0;0;0,29;0,29;0,43
4974862;0;0,15;0;0,85;0
4974920;0;0;0,25;0;0,75
4975428;0;0,2;0,2;0,6;0
4977795;0;0;0;1;0
4978222;0;0;0;1;0
4978337;0;0;0;1;0
4978453;0;0;0;1;0
4978848;0;1;0;0;0
4979464;0;1;0;0;0
4979515;0;0;0,1;0,9;0
4980932;0;0;1;0;0
4981090;0;0;0;1;0
4982476;0;0;0;1;0
4984135;0;0;1;0;0
4985413;0;0;0,25;0;0,75
4986274;0;0;0,22;0;0,78
4987079;0;0;0;1;0
4990373;0;1;0;0;0
4990705;0;0,2;0,1;0,7;0
4991871;0;0;0,5;0;0,5
4994078;0;0,56;0,11;0,33;0
4994197;0;0;0;1;0
4994271;0;0,71;0;0,29;0
4994344;0;0;1;0;0
4994515;0;0;0;0,1;0,9
4994548;0;0,5;0;0,5;0
4996743;0;0,08;0,02;0,9;0
4996925;0;0;0;1;0
4997079;0;0,29;0,11;0,5;0,11
4997216;0;0;0;1;0
4998018;0;0;0;1;0
4998182;0;0;0;1;0
4998303;0;0;0,25;0;0,75
4999034;0;0;0;1;0
4999806;0;0;0,25;0,25;0,5
5001300;0;0;1;0;0
5002201;0;0;0;0;1
5003463;0;0;0;1;0
5003812;0;0,8;0;0,2;0
5005048;0;0,08;0,17;0,75;0
5005120;0;0;0;1;0
5005270;0;0;0;1;0
5006569;0;0;0;0;1
5007619;0;0;0,5;0,5;0
5008637;0;0,25;0,5;0;0,25
5009009;0;0;0;1;0
5009036;0;1;0;0;0
5010387;0;0,03;0;0,97;0
5011745;0;0;0,33;0;0,67
5011971;0;0;0;1;0
5014199;0;0,8;0;0,2;0
5015054;0;0;0,2;0,8;0
5015164;0;0,09;0;0,88;0,03
5015235;0;0;0;1;0
5016281;0;0;0;1;0
5016449;0;0;0,33;0;0,67
5016577;0;0;0;0,75;0,25
5017120;0;0;0;0,2;0,8
5019666;0;0,08;0;0,88;0,04
5021079;0;0;0;1;0
5022403;0;0,17;0;0,8;0,03
5024100;0;0;0,67;0,33;0
5025045;0;0;0;1;0
5025972;0;1;0;0;0
5029604;0;0;0;1;0
5031572;0;0;0;1;0
5031742;0;0;0,5;0;0,5
5032753;0;0;0;1;0
5032917;0;0,5;0;0,5;0
5033112;0;0;0;1;0
5033403;0;0;0;0;1
5033730;0;0;0;0,67;0,33
5034188;0;0;0;1;0
5034747;0;0;0;1;0
5036350;0;0;0,25;0;0,75
5036541;0;0;0;1;0
5036561;0;0;0,1;0,9;0
5038407;0;0,06;0,04;0,9;0
5038476;0;0,16;0,21;0,63;0
5039274;0;0;0,23;0,77;0
5040159;0;0;0;0,5;0,5
5040270;0;0;0;1;0
5040383;0;0,22;0,11;0,44;0,22
5040734;0;0;0;0;1
5041339;0;0;0;1;0
5041991;0;0;0;1;0
5042146;0;0;0;1;0
5042724;0;0;0;1;0
5044376;0;0,27;0,07;0,67;0
5044927;0;0;0;1;0
5045320;0;0;0,25;0,75;0
5045736;0;0,67;0,33;0;0
5048192;0;0;0;1;0
5048715;0;0;0;0;1
5049282;0;0;0;0;1
5049967;0;0;0;1;0
5050289;0;0;1;0;0
5051405;0;0;0;1;0
5051870;0;0;0,33;0,67;0
5052124;0;0;1;0;0
5054123;0;0;0;0;1
5054638;0;0;0;1;0
5054973;0;0;0;0;1
5055213;0;0;0;1;0
5055751;0;0;0;0;1
5057651;0;0;1;0;0
5058752;0;0;0,38;0,08;0,54
5061358;0;0;0;1;0
5064691;0;0;0,57;0;0,43
5065926;0;0;0;0;1
5067159;0;0;1;0;0
5067657;0;0;0,25;0,75;0
5070326;0;0,5;0;0,5;0
5072330;0;0,33;0;0,67;0
5072585;0;0;0;1;0
5074260;0;0;0;1;0
5079732;0;0,4;0;0,6;0
5081734;0;0;0;1;0
5084348;0;0;0;1;0
5084400;0;0;0,29;0;0,71
5085046;0;0,8;0;0,2;0
5086171;0;0;0,17;0,83;0
5088661;0;0;0;1;0
5088720;0;0;0;1;0
5090605;0;0,26;0;0,74;0
5091920;0;0;0;1;0
5092498;0;1;0;0;0
5092581;0;0;0,23;0,54;0,23
5092699;0;0;0;1;0
5093979;0;0;1;0;0
5093989;0;0,28;0,2;0,52;0
5094885;0;0;0,33;0;0,67
5094911;0;0;0;1;0
5095001;0;0;0,11;0,67;0,22
5095115;0;0;1;0;0
5095233;0;0;0;1;0
5095923;0;0;0,75;0,25;0
5096250;0;0;0;0,4;0,6
5098827;0;0;1;0;0
5098927;0;0,22;0,14;0,32;0,32
5099164;0;0,25;0,25;0;0,5
5100285;0;0;0;1;0
5101068;0;0,18;0,03;0,79;0
5102036;0;0;0;1;0
5103646;0;0;0;1;0
5103723;0;0;0;1;0
5105680;0;0;0;1;0
5106609;0;0;0,33;0;0,67
5110141;0;0;0,5;0;0,5
5111450;0;0,4;0;0,45;0,15
5111495;0;0;0,25;0;0,75
5111532;0;0;0;1;0
5111844;0;0;0,03;0,97;0
5112108;0;0;0;1;0
5112415;0;0;0,25;0,75;0
5112443;0;0;1;0;0
5113304;0;0;0;1;0
5113606;0;0;0;0;1
5114068;0;0;0;1;0
5114649;0;0,07;0;0,93;0
5115272;0;0;0;1;0
5115777;0;0;0;1;0
5116331;0;0;0;1;0
5116571;0;0,19;0,19;0,5;0,12
5116774;0;0;0;1;0
5117367;0;0;0;1;0
5117672;0;0;0;0,5;0,5
5118348;0;0;0;1;0
5118364;0;1;0;0;0
5118655;0;0;0,5;0;0,5
5119287;0;0;1;0;0
5119587;0;0;0;1;0
5120066;0;0;0;1;0
5121298;0;0,33;0;0,67;0
5122341;0;0;0;1;0
5126131;0;0;0;1;0
5127539;0;0;0;0;1
5127795;0;0;1;0;0
5128616;0;0,12;0,06;0,59;0,24
5129027;0;0;0;1;0
5130244;0;1;0;0;0
5130646;0;0;1;0;0
5130756;0;0;0;1;0
5130858;0;0,1;0,06;0,84;0
5131165;0;0;0;1;0
5131299;0;0;0,5;0,5;0
5131378;0;0;1;0;0
5132200;0;0;0,08;0;0,92
5133997;0;0;1;0;0
5134379;0;0,09;0,27;0,64;0
5134564;0;0;0;0;1
5134774;0;0;1;0;0
5136916;0;0,23;0;0,77;0
5136926;0;0;0;0;1
5137482;0;0;0,36;0,18;0,45
5137840;0;0,05;0,05;0,9;0
5137907;0;0;0;1;0
5137976;0;0,14;0,43;0,43;0
5138492;0;1;0;0;0
5138701;0;0,02;0;0,98;0
5138718;0;0;1;0;0
5141741;0;0,41;0,02;0,55;0,02
5142306;0;0,25;0;0,75;0
5142406;0;0;0;1;0
5142826;0;0;0,33;0;0,67
5142847;0;0;0,33;0;0,67
5143261;0;0;0;0;1
5143306;0;0;0;1;0
5144284;0;0;0,64;0;0,36
5144549;0;0;0;1;0
5144843;0;0;0;1;0
5145609;0;0;0,33;0;0,67
5146027;0;0;1;0;0
5146665;0;0;0,5;0;0,5
5147071;0;0;0;1;0
5148026;0;0,2;0,2;0;0,6
5148438;0;0;1;0;0
5148452;0;0;0;0;1
5149555;0;0;0;1;0
5150885;0;0;0;1;0
5150893;0;0;0,5;0;0,5
5151877;0;0,5;0,33;0,17;0
5152206;0;0;0;1;0
5152391;0;0;0;0;1
5152789;0;0;0;1;0
5153836;0;0;0;1;0
5154011;0;0;1;0;0
5154388;0;0;0,25;0;0,75
5154587;0;0;0;1;0
5154684;0;0,17;0;0,83;0
5154856;0;0;0;1;0
5156506;0;0;1;0;0
5156580;0;0,71;0;0,29;0
5157456;0;0;0,4;0;0,6
5157543;0;0;0,4;0;0,6
5159380;0;0;0;1;0
5160051;0;0;0;1;0
5162020;0;1;0;0;0
5162078;0;0;0,14;0,43;0,43
5163980;0;0,42;0,42;0,17;0
5164199;0;0,5;0;0,5;0
5165461;0;0;1;0;0
5166730;0;0;0;1;0
5166814;0;0,9;0;0,1;0
5166989;0;0;0;1;0
5170069;0;0;0,12;0,88;0
5170329;0;0;0,25;0,75;0
5170415;0;0;0;1;0
5171274;0;0;0;1;0
5172815;0;0;1;0;0
5173372;0;0;0;1;0
5173613;0;0;0,33;0;0,67
5174119;0;0;0;1;0
5174713;0;0;0;0,81;0,19
5175348;0;0;0;1;0
5175703;0;0;0;1;0
5175888;0;0;0;0,83;0,17
5176520;0;0;0;1;0
5176561;0;0,17;0,02;0,24;0,58
5176770;0;0;1;0;0
5177843;0;0,18;0;0,82;0
5178118;0;0;0,33;0;0,67
5178994;0;0;0;0;1
5179322;0;0;0;1;0
5180052;0;0;0;0;1
5180144;0;0,5;0;0,5;0
5180979;0;0;0;0;1
5181239;0;0,1;0,05;0,86;0
5181715;0;0;0;1;0
5182329;0;0;0;0;1
5182510;0;0,23;0,08;0,62;0,08
5184137;0;0;1;0;0
5184729;0;0;0;1;0
5185558;0;0,04;0,27;0,67;0,01
5186509;0;0;0;1;0
5186554;0;0,5;0,5;0;0
5187742;0;0,55;0;0,45;0
5188832;0;0,08;0,08;0,85;0
5189105;0;0;0;1;0
5189632;0;0;0,09;0,91;0
5190641;0;0,8;0;0,2;0
5191308;0;0,14;0,43;0,43;0
5191419;0;0;0;1;0
5192508;0;0,04;0;0,96;0,01
5195744;0;0;0;0;1
5196273;0;0;0;1;0
5196640;0;0,44;0;0,56;0
5197174;0;0;0;1;0
5199767;0;0;0;1;0
5199783;0;0;0;1;0
5200924;0;0;0;0;1
5206111;0;0;0;1;0
5206724;0;0;0;0;1
5207102;0;0;0;1;0
5207777;0;0;0,25;0;0,75
5207962;0;0;0;1;0
5208123;0;0,2;0;0,8;0
5208327;0;0,75;0,25;0;0
5209464;0;0,67;0;0,33;0
5210702;0;0,86;0;0,14;0
5210804;0;0;0;1;0
5210813;0;0;0;0;1
5211598;0;0;0;0;1
5212067;0;0;1;0;0
5212653;0;0;0;0;1
5212940;0;0;1;0;0
5212997;0;0;0;1;0
5213127;0;0;0;1;0
5213330;0;0;0;0,5;0,5
5213556;0;0;0,2;0;0,8
5214117;0;0;0;1;0
5216356;0;0;0,33;0;0,67
5216764;0;0,2;0,12;0,32;0,35
5217338;0;0;0,25;0,75;0
5217766;0;0,01;0,01;0,96;0,01
5218276;0;0,2;0,02;0,78;0
5219185;0;0,17;0,67;0,17;0
5219237;0;0;0,3;0,7;0
5219344;0;0;0;1;0
5219434;0;0;0;1;0
5219582;0;0,07;0;0,93;0
5219678;0;0;0,14;0,86;0
5222152;0;0;0;1;0
5222378;0;0;0;0;1
5222394;0;0;0,25;0;0,75
5223710;0;0;0;0;1
5226734;0;0;0;1;0
5226918;0;0;0,25;0;0,75
5228422;0;0;0;1;0
5228452;0;0;0;1;0
5228503;0;0;0;1;0
5230354;0;0;1;0;0
5231230;0;1;0;0;0
5231350;0;0;0;1;0
5231456;0;0,01;0,09;0,8;0,1
5231648;0;0,39;0,22;0,39;0
5232035;0;0,2;0,2;0,6;0
5232291;0;0;0,56;0,44;0
5232327;0;0;0,25;0;0,75
5232642;0;0;1;0;0
5232977;0;0;0;0;1
5233234;0;0;1;0;0
5234332;0;0;0;1;0
5235000;0;0;0;1;0
5235049;0;1;0;0;0
5235263;0;0;0,33;0;0,67
5236522;0;0;0;0;1
5236574;0;0;0;1;0
5237425;0;0;0;1;0
5237897;0;0;1;0;0
5238037;0;0;0;1;0
5238745;0;0,03;0,22;0,69;0,06
5239210;0;0,2;0;0,8;0
5241433;0;0,13;0;0,87;0
5241812;0;0;0;1;0
5241915;0;0;0;0,22;0,78
5242699;0;0;0;0;1
5243118;0;0;0;0;1
5243802;0;0;1;0;0
5244878;0;0;0,33;0;0,67
5244943;0;0;0;1;0
5245180;0;0;0;1;0
5245361;0;0,88;0;0,12;0
5245717;0;0;0;1;0
5245899;0;0;0,5;0;0,5
5246222;0;0;0,33;0,67;0
5246647;0;0;0,25;0;0,75
5247860;0;0;1;0;0
5247966;0;0,19;0;0,81;0
5248277;0;0;1;0;0
5248279;0;0;0;1;0
5248577;0;0;0;0;1
5248879;0;0;0;1;0
5249484;0;0,01;0,33;0,66;0
5249974;0;0;0;0,25;0,75
5250055;0;0;0;0;1
5250149;0;0;0;0,75;0,25
5250170;0;0,21;0;0,79;0
5250431;0;0;0;1;0
5251236;0;0;0;0;1
5251590;0;0;1;0;0
5251870;0;0;0,33;0;0,67
5251894;0;0;0;1;0
5251939;0;0;0;0;1
5252054;0;0;1;0;0
5252143;0;0;0;1;0
5252475;0;0,04;0,01;0,92;0,04
5253312;0;0,5;0,5;0;0
5253501;0;0;0;1;0
5253701;0;0;0;1;0
5253829;0;0;0;1;0
5253962;0;0;0,56;0,44;0
5254394;0;0;0;1;0
5254466;0;0;0,27;0,73;0
5254602;0;0;0,5;0;0,5
5254807;0;0,04;0;0,96;0
5254833;0;0;0;1;0
5255826;0;0,33;0;0,67;0
5255851;0;0;0,33;0;0,67
5256119;0;0,29;0;0,71;0
5256835;0;0;0;1;0
5257675;0;0,25;0;0,75;0
5257769;0;0;0;1;0
5258787;0;0;0,5;0;0,5
5259014;0;0;0;1;0
5259525;0;0,1;0;0,9;0
5259580;0;0,19;0,16;0,66;0
5261034;0;0;0;1;0
5261093;0;0,22;0,06;0,72;0
5261547;0;0;0;0;1
5262098;0;0,01;0,03;0,96;0
5262144;0;0;0;1;0
5263227;0;0;0,3;0,4;0,3
5263887;0;0;1;0;0
5264118;0;0;0;1;0
5265112;0;0;1;0;0
5265248;0;0;1;0;0
5265725;0;0,47;0;0,53;0
5266062;0;0;1;0;0
5266095;0;0;1;0;0
5267662;0;0;0;1;0
5267942;0;0,14;0;0,86;0
5268168;0;0;1;0;0
5268558;0;0,14;0,14;0;0,71
5269921;0;0,33;0;0;0,67
5270959;0;0;0;1;0
5271074;0;0;0;1;0
5272590;0;0,11;0;0,89;0
5273635;0;0;0;0;1
5277341;0;0;0;1;0
5279319;0;0;0,43;0,57;0
5280220;0;0;1;0;0
5280371;0;0;0,67;0;0,33
5280515;0;0;0,33;0;0,67
5280626;0;0,22;0;0,78;0
5280744;0;0,25;0;0,75;0
5282843;0;0;0;0;1
5283317;0;0;0;1;0
5283585;0;0;0,5;0;0,5
5284065;0;0;1;0;0
5284451;0;0;0,33;0;0,67
5284921;0;0;0,5;0;0,5
5286437;0;0;0,67;0;0,33
5287658;0;0;0,67;0,33;0
5289819;0;0,5;0,07;0,43;0
5292803;0;0;0;1;0
5293269;0;0;0,24;0,76;0
5293450;0;0,2;0,39;0,41;0
5294227;0;0;0;1;0
5294387;0;0;0;1;0
5294724;0;0;0;1;0
5296036;0;0;0,33;0;0,67
5297478;0;0;1;0;0
5297713;0;0;0,32;0;0,68
5298169;0;0,12;0,04;0,84;0
5298313;0;0;0;1;0
5298463;0;0;0,25;0;0,75
5298592;0;0;0;1;0
5298654;0;0;0,06;0,78;0,17
5299107;0;0;0;0;1
5299756;0;0;0,08;0,92;0
5299890;0;0;0,67;0,33;0
5299942;0;0,07;0;0,93;0
5300126;0;0;0;1;0
5301219;0;0;1;0;0
5301257;0;0;0;1;0
5301655;0;1;0;0;0
5301661;0;0;0;1;0
5301780;0;0,27;0;0,73;0
5301844;0;0,2;0;0,8;0
5302277;0;0,07;0;0,29;0,64
5302510;0;0;0,04;0,96;0
5304729;0;0;0;0;1
5305657;0;0;0;0;1
5305948;0;0;0;1;0
5306022;0;0;0;1;0
5306196;0;0;0;1;0
5307243;0;0;0;1;0
5307294;0;0;0;1;0
5307380;0;1;0;0;0
5307910;0;0;0;1;0
5309872;0;0,26;0,14;0,51;0,09
5311209;0;0;0;1;0
5313809;0;0;0;0;1
5316406;0;0;0,2;0,2;0,6
5316921;0;0;0;1;0
5317082;0;0;0;1;0
5317329;0;0,5;0;0,5;0
5319068;0;0;0;1;0
5324095;0;0;0;1;0
5324232;0;1;0;0;0
5324867;0;0,7;0;0,3;0
5325662;0;0;0,4;0,4;0,2
5326391;0;0;0;1;0
5329021;0;0;0;1;0
5330304;0;0,33;0;0,33;0,33
5330638;0;1;0;0;0
5331216;0;0;0,17;0,67;0,17
5331641;0;0,57;0;0,14;0,29
5331739;0;0;0,5;0,5;0
5332905;0;0,09;0,15;0,76;0
